Date,Customer ID,Truck ID,Invoice Number,Freight ID,City,Net Revenue,Weight (Kg),Weight (Cubic),Goods Value
2018/10/15,35476,38,899624,15/10/2018:MMA-5946,Yucca Valley,"270,29","1059,48","1059,48","3965,76"
2018/10/15,3991,38,899475,15/10/2018:MMA-5946,Lake Harbor Estates,"18,33","7,49","7,49","407,2"
2018/10/15,18550,38,899480,15/10/2018:MMA-5946,Lake Harbor Estates,"11,07","10,18","10,18",246
2018/10/15,26067,38,899479,15/10/2018:MMA-5946,Lake Harbor Estates,"10,6","3,03","3,03","235,52"
2018/10/15,3991,38,899474,15/10/2018:MMA-5946,Lake Harbor Estates,"6,14","3,99","3,99","136,62"
2018/10/15,40309,38,899477,15/10/2018:MMA-5946,Lake Harbor Estates,"16,31","9,18","9,18","362,37"
2018/10/15,12968,38,899500,15/10/2018:MMA-5946,Lake Harbor Estates,"41,93","151,51","151,51","698,8"
2018/10/15,7725,38,899469,15/10/2018:MMA-5946,Herrings Crossroads,"18,46","15,76","15,76","410,16"
2018/10/15,20641,38,899499,15/10/2018:MMA-5946,Herrings Crossroads,"33,4","133,81","133,81","556,6"
2018/10/15,19131,19,899697,15/10/2018:MDB-1602,Mineola,"576,96","749,18",1794,"12821,34"
2018/10/15,19131,19,899698,15/10/2018:MDB-1602,Mineola,"144,72","186,67",363,"3216,08"
2018/10/15,10108,19,899622,15/10/2018:MDB-1602,Mineola,70,"267,64","267,64","2432,4"
2018/10/15,21538,19,899840,15/10/2018:MDB-1602,Bloom,"79,25","33,6","33,6",1761
2018/10/15,13196,33,899395,15/10/2018:MKU-5802,San Leon,"17,47","21,32",36,"388,21"
2018/10/15,6268,33,899401,15/10/2018:MKU-5802,San Leon,"6,53","23,42",39,"145,06"
2018/10/15,158,33,899404,15/10/2018:MKU-5802,San Leon,"22,39","25,78",123,"497,65"
2018/10/15,24581,33,899397,15/10/2018:MKU-5802,San Leon,"4,47","5,26","5,26","99,39"
2018/10/15,4302,33,899405,15/10/2018:MKU-5802,San Leon,"17,94","11,49","11,49","398,7"
2018/10/15,13546,33,899392,15/10/2018:MKU-5802,San Leon,"7,93","4,44","4,44","176,31"
2018/10/15,29457,33,899393,15/10/2018:MKU-5802,San Leon,"22,27","15,42","15,42","494,95"
2018/10/15,13290,33,899402,15/10/2018:MKU-5802,San Leon,"20,14","17,13",78,"447,61"
2018/10/15,15500,33,899373,15/10/2018:MKU-5802,Beverly Cove,"9,23","22,62",30,"205,05"
2018/10/15,23563,33,899311,15/10/2018:MKU-5802,Kaawaloa,119,"80,18",147,"2644,43"
2018/10/15,22701,33,899364,15/10/2018:MKU-5802,Kaawaloa,"39,66","22,01","22,01","881,23"
2018/10/15,7677,33,899369,15/10/2018:MKU-5802,Kaawaloa,"9,39","16,97",54,"208,48"
2018/10/15,20829,33,899357,15/10/2018:MKU-5802,Kaawaloa,"32,34","15,14",36,"718,7"
2018/10/15,20829,33,899356,15/10/2018:MKU-5802,Kaawaloa,"0,36","0,98","0,98",8
2018/10/15,2490,22,899643,15/10/2018:MMA-5926,Osborn,"1,41","0,76","0,76","31,26"
2018/10/15,29281,22,899646,15/10/2018:MMA-5926,Osborn,"26,24","12,13",39,"583,13"
2018/10/15,12834,24,899621,15/10/2018:MMA-5916,Sandy Lane,"49,47","187,6","187,6","2041,68"
2018/10/15,40136,22,899651,15/10/2018:MMA-5926,Sandy Lane,"10,51","15,61",39,"233,23"
2018/10/15,35569,22,899650,15/10/2018:MMA-5926,Sandy Lane,"27,75","39,9",54,"616,77"
2018/10/15,23536,22,899649,15/10/2018:MMA-5926,Sandy Lane,"7,78","22,94",42,"172,86"
2018/10/15,1806,22,899655,15/10/2018:MMA-5926,Sandy Lane,"0,6","1,05","1,05","13,3"
2018/10/15,23984,23,899786,15/10/2018:MMA-4836,Bloom,"63,86","153,33","153,33","6961,88"
2018/10/15,23984,19,899778,15/10/2018:MDB-1602,Bloom,"63,86","275,8","275,8","11530,42"
2018/10/15,23984,19,899776,15/10/2018:MDB-1602,Bloom,"63,86","105,75","105,75","7099,66"
2018/10/15,23984,19,899775,15/10/2018:MDB-1602,Bloom,"63,86","131,4","131,4","6531,85"
2018/10/15,23984,19,899774,15/10/2018:MDB-1602,Bloom,"63,86","129,97","129,97","5187,58"
2018/10/15,23984,19,899777,15/10/2018:MDB-1602,Bloom,"63,86","222,71","222,71","9524,06"
2018/10/15,23984,22,899779,15/10/2018:MMA-5926,Bloom,"63,86","28,14","28,14","709,81"
2018/10/15,23984,22,899781,15/10/2018:MMA-5926,Bloom,"63,86","71,78","71,78","2663,7"
2018/10/15,23984,22,899780,15/10/2018:MMA-5926,Bloom,"63,86","94,82","94,82","4766,64"
2018/10/15,30232,4,899609,15/10/2018:MHJ-9634,Wheatland,"42,42","214,63","214,63",1938
2018/10/16,24535,33,899888,16/10/2018:MKU-5802,Beverly Cove,"9,57","1,74",3,"212,56"
2018/10/16,17758,34,900109,16/10/2018:MHN-5439,Banner Crest,"9,57","1,74",3,"212,56"
2018/10/16,21953,23,900293,16/10/2018:MMA-4836,Kilgore,"9,57","1,74",3,"212,56"
2018/10/16,30479,23,900294,16/10/2018:MMA-4836,Kilgore,"9,51","1,74",3,"211,12"
2018/10/16,23368,20,900197,16/10/2018:MML-5482,Mcmechen,"0,45","0,65",3,"9,68"
2018/10/16,21213,34,900117,16/10/2018:MHN-5439,Banner Crest,"12,72",3,3,"282,77"
2018/10/16,32194,34,900114,16/10/2018:MHN-5439,Banner Crest,"9,34",3,3,"207,45"
2018/10/16,29517,34,900108,16/10/2018:MHN-5439,Banner Crest,"10,89","2,7",3,"241,96"
2018/10/16,17923,23,900283,16/10/2018:MMA-4836,Shavertown,"12,86",3,3,"285,56"
2018/10/16,40190,20,900258,16/10/2018:MML-5482,Boyne City,"5,78","1,53",3,"128,47"
2018/10/16,33885,33,899890,16/10/2018:MKU-5802,Beverly Cove,"8,2","2,28",3,"182,31"
2018/10/16,22937,33,899874,16/10/2018:MKU-5802,Kaawaloa,"0,51","1,8",3,"11,15"
2018/10/16,4321,22,900347,16/10/2018:MMA-5926,Ross,"9,88","2,84",3,"219,57"
2018/10/16,20713,22,900348,16/10/2018:MMA-5926,Ross,"6,39","2,24",3,"141,75"
2018/10/16,5889,22,900322,16/10/2018:MMA-5926,Sandy Lane,"9,41","1,88",3,"209,05"
2018/10/16,35237,22,900340,16/10/2018:MMA-5926,Sandy Lane,"10,08","2,76",3,"224,15"
2018/10/16,7196,33,899879,16/10/2018:MKU-5802,Spring City,"4,88","3,85",6,"108,52"
2018/10/16,33560,22,900337,16/10/2018:MMA-5926,Sandy Lane,"18,81","5,64",6,"417,91"
2018/10/16,5519,20,900273,16/10/2018:MML-5482,Maryland West Mobile Home Park,"2,16","5,88",6,"48,02"
2018/10/16,18327,23,900295,16/10/2018:MMA-4836,Enders,"1,16","2,16",6,"25,88"
2018/10/16,1986,34,900136,16/10/2018:MHN-5439,Loyce,"16,02","3,9",6,"356,16"
2018/10/16,14388,34,900103,16/10/2018:MHN-5439,Banner Crest,"11,94","5,8",6,"265,23"
2018/10/16,1988,24,900118,16/10/2018:MMA-5916,Banner Crest,"20,92","4,77",9,"464,64"
2018/10/16,23115,34,900096,16/10/2018:MHN-5439,Banner Crest,"12,16","5,39",9,"270,28"
2018/10/16,39795,34,900107,16/10/2018:MHN-5439,Banner Crest,"6,4","4,62",9,"142,23"
2018/10/16,23574,23,900291,16/10/2018:MMA-4836,Kilgore,"27,9","5,47",9,"619,96"
2018/10/16,29784,23,900284,16/10/2018:MMA-4836,Kilgore,"12,06","6,76",9,"268,02"
2018/10/16,34551,20,900265,16/10/2018:MML-5482,Maryland West Mobile Home Park,"7,92","3,36",9,"176,1"
2018/10/16,2314,20,900262,16/10/2018:MML-5482,Boyne City,"8,24","3,9",9,"183,07"
2018/10/16,305,20,900189,16/10/2018:MML-5482,Mcmechen,"1,06","1,72",9,"23,62"
2018/10/16,3738,33,899878,16/10/2018:MKU-5802,Spring City,"9,27","7,11",9,"205,8"
2018/10/16,5011,33,899889,16/10/2018:MKU-5802,Beverly Cove,"13,9","4,98",9,"308,86"
2018/10/16,5012,33,899893,16/10/2018:MKU-5802,Beverly Cove,"4,95",4,9,"109,89"
2018/10/16,4408,22,900329,16/10/2018:MMA-5926,Sandy Lane,"19,87","8,99",9,"441,58"
2018/10/16,34843,22,900336,16/10/2018:MMA-5926,Sandy Lane,"9,18","0,93",9,"203,91"
2018/10/16,16008,34,900139,16/10/2018:MHN-5439,Loyce,"13,93","12,34",15,"309,58"
2018/10/16,20943,34,900143,16/10/2018:MHN-5439,Loyce,"16,25","10,81",15,"361,16"
2018/10/16,12914,34,900100,16/10/2018:MHN-5439,Banner Crest,"5,27","5,42",15,"116,8"
2018/10/16,39687,34,900113,16/10/2018:MHN-5439,Banner Crest,"25,36","10,26",15,"563,56"
2018/10/16,24127,20,900260,16/10/2018:MML-5482,Boyne City,"18,18","9,37",15,"403,92"
2018/10/16,3642,20,900198,16/10/2018:MML-5482,Mcmechen,"6,34","10,28",15,"140,99"
2018/10/16,21509,34,900097,16/10/2018:MHN-5439,Banner Crest,"18,92","11,42",12,"420,16"
2018/10/16,19547,23,900292,16/10/2018:MMA-4836,Kilgore,"26,27","9,73",12,"583,75"
2018/10/16,20402,20,900278,16/10/2018:MML-5482,Olde Federal Pointe,"11,82","6,66",12,"262,62"
2018/10/16,4408,22,900328,16/10/2018:MMA-5926,Sandy Lane,"1,46","2,12",12,"32,54"
2018/10/16,2669,20,900276,16/10/2018:MML-5482,Maryland West Mobile Home Park,"16,57","11,8",18,"368,32"
2018/10/16,3509,20,900193,16/10/2018:MML-5482,Mcmechen,"19,46","10,38",18,"432,4"
2018/10/16,37908,33,899877,16/10/2018:MKU-5802,Kaawaloa,"5,57","11,52",18,"123,83"
2018/10/16,17607,33,899880,16/10/2018:MKU-5802,Spring City,"9,4","13,86",21,"208,95"
2018/10/16,38332,33,899884,16/10/2018:MKU-5802,Beverly Cove,"1,47",3,21,"32,57"
2018/10/16,43285,33,899881,16/10/2018:MKU-5802,Spring City,"13,18","10,13",21,"292,91"
2018/10/16,1664,20,900277,16/10/2018:MML-5482,Olde Federal Pointe,"4,51","4,81",21,"100,11"
2018/10/16,36186,20,900271,16/10/2018:MML-5482,Maryland West Mobile Home Park,"33,61","9,23",21,"746,88"
2018/10/16,1548,22,900324,16/10/2018:MMA-5926,Sandy Lane,"54,84","14,42",21,"1218,6"
2018/10/16,30936,22,900334,16/10/2018:MMA-5926,Sandy Lane,"18,76","18,11",21,"416,87"
2018/10/16,33090,23,900282,16/10/2018:MMA-4836,Shavertown,"29,01","16,66",21,"644,59"
2018/10/16,32684,23,900298,16/10/2018:MMA-4836,Shavertown,"18,28","16,28",21,"406,31"
2018/10/16,1985,24,900021,16/10/2018:MMA-5916,Banner Crest,"52,2","10,69",21,1160
2018/10/16,28095,34,900024,16/10/2018:MHN-5439,Banner Crest,"52,2","10,69",21,1160
2018/10/16,1987,2,900016,16/10/2018:MJD-6976,Loyce,"52,2","10,69",21,1160
2018/10/16,14692,34,900116,16/10/2018:MHN-5439,Banner Crest,"3,71","11,47",21,"82,52"
2018/10/16,23368,20,900196,16/10/2018:MML-5482,Mcmechen,"3,7","3,39",24,"82,2"
2018/10/16,18230,33,899896,16/10/2018:MKU-5802,Beverly Cove,"3,7","3,39",24,"82,2"
2018/10/16,24585,34,900110,16/10/2018:MHN-5439,Banner Crest,"15,23","11,62",24,"338,42"
2018/10/16,27707,34,900105,16/10/2018:MHN-5439,Banner Crest,"15,3","8,06",24,"340,07"
2018/10/16,34186,24,900013,16/10/2018:MMA-5916,Banner Crest,"59,48","12,05",24,"1321,78"
2018/10/16,18754,34,900135,16/10/2018:MHN-5439,Loyce,"22,01","13,96",24,"489,17"
2018/10/16,3136,22,900346,16/10/2018:MMA-5926,Ross,6,18,24,"133,43"
2018/10/16,228,20,900269,16/10/2018:MML-5482,Jerusalem Corners,"8,18","4,38",24,"181,78"
2018/10/16,20897,33,899895,16/10/2018:MKU-5802,Beverly Cove,"10,63","8,67",24,"236,14"
2018/10/16,24505,33,899899,16/10/2018:MKU-5802,Tarnceville,"13,3","12,1",27,"295,57"
2018/10/16,19440,20,900180,16/10/2018:MML-5482,Mcmechen,"14,93","11,3",27,"331,73"
2018/10/16,35180,37,900385,16/10/2018:MFU-2632,Moffat,"15,39","20,26",27,"341,79"
2018/10/16,21538,22,53510,16/10/2018:MMA-5926,Bloom,"13,76","10,08",27,"305,7"
2018/10/16,36451,2,900019,16/10/2018:MJD-6976,Loyce,128,"117,69",183,"2844,44"
2018/10/16,36451,2,900020,16/10/2018:MJD-6976,Loyce,"357,73","429,98",930,"7949,78"
2018/10/16,1987,2,900017,16/10/2018:MJD-6976,Loyce,"58,83","128,88",201,"1307,39"
2018/10/16,1987,2,900018,16/10/2018:MJD-6976,Loyce,"492,95","581,58",1269,"10954,47"
2018/10/16,38266,37,900387,16/10/2018:MFU-2632,Llano Largo,"78,11","57,22",267,"1735,84"
2018/10/16,35180,37,900386,16/10/2018:MFU-2632,Moffat,"38,36","39,84",261,"852,44"
2018/10/16,3056,37,900389,16/10/2018:MFU-2632,Llano Largo,"105,06","53,39",171,"2334,66"
2018/10/16,3062,37,900384,16/10/2018:MFU-2632,Moffat,"43,54","20,68",66,"967,6"
2018/10/16,3056,37,900388,16/10/2018:MFU-2632,Llano Largo,"31,93","45,68",51,"709,63"
2018/10/16,10101,19,899851,16/10/2018:MDB-1602,Mineola,"112,07","428,47","428,47","3902,88"
2018/10/16,572,34,900140,16/10/2018:MHN-5439,Loyce,"12,49","29,12",45,"277,66"
2018/10/16,20234,34,900138,16/10/2018:MHN-5439,Loyce,"17,69","27,74",93,"393,08"
2018/10/16,1986,34,900137,16/10/2018:MHN-5439,Loyce,"92,43","104,43",228,"2054,11"
2018/10/16,2844,34,900142,16/10/2018:MHN-5439,Loyce,"26,25","43,68",63,"583,4"
2018/10/16,2844,34,900141,16/10/2018:MHN-5439,Loyce,"0,41","0,43","0,43","9,01"
2018/10/16,4506,34,900095,16/10/2018:MHN-5439,Banner Crest,"24,49","20,04",39,"544,27"
2018/10/16,35687,34,900102,16/10/2018:MHN-5439,Banner Crest,"8,94","22,4","22,4","198,63"
2018/10/16,42131,34,900099,16/10/2018:MHN-5439,Banner Crest,"13,27","6,9","6,9","294,99"
2018/10/16,28095,34,900025,16/10/2018:MHN-5439,Banner Crest,"33,12","69,65",105,"735,96"
2018/10/16,9139,34,900098,16/10/2018:MHN-5439,Banner Crest,"11,51","6,42","6,42","255,66"
2018/10/16,14692,34,900115,16/10/2018:MHN-5439,Banner Crest,"0,42","0,45","0,45","9,33"
2018/10/16,1836,34,900111,16/10/2018:MHN-5439,Banner Crest,"58,11","54,76",117,"1291,32"
2018/10/16,10894,34,900101,16/10/2018:MHN-5439,Banner Crest,"38,86","15,9","15,9","863,28"
2018/10/16,36893,34,900104,16/10/2018:MHN-5439,Banner Crest,"4,11","3,24","3,24","91,44"
2018/10/16,28095,34,900026,16/10/2018:MHN-5439,Banner Crest,"236,6","282,83",603,"5257,7"
2018/10/16,38246,34,900112,16/10/2018:MHN-5439,Banner Crest,"5,53","1,13","1,13","122,95"
2018/10/16,28288,34,900106,16/10/2018:MHN-5439,Banner Crest,"21,33","22,23",48,"473,76"
2018/10/16,17362,34,900134,16/10/2018:MHN-5439,Banner Crest,"35,63","151,91","151,91","593,9"
2018/10/16,22788,34,900560,16/10/2018:MHN-5439,Banner Crest,"44,05","19,8","19,8","629,34"
2018/10/16,30912,34,900559,16/10/2018:MHN-5439,Banner Crest,"45,29","20,99","20,99","647,06"
2018/10/16,1985,24,900022,16/10/2018:MMA-5916,Banner Crest,"53,1","103,74",159,"1179,95"
2018/10/16,1985,24,900023,16/10/2018:MMA-5916,Banner Crest,306,"369,06",789,"6800,05"
2018/10/16,1988,24,900120,16/10/2018:MMA-5916,Banner Crest,"194,73","220,52",465,"4327,53"
2018/10/16,1988,24,900119,16/10/2018:MMA-5916,Banner Crest,"19,45","39,37",60,"431,96"
2018/10/16,34186,24,900015,16/10/2018:MMA-5916,Banner Crest,"745,24","884,51",1902,"16560,84"
2018/10/16,34186,24,900014,16/10/2018:MMA-5916,Banner Crest,"84,3","156,98",240,"1873,4"
2018/10/16,24545,23,900288,16/10/2018:MMA-4836,Kilgore,"2,06","0,48","0,48","45,78"
2018/10/16,39277,23,900290,16/10/2018:MMA-4836,Kilgore,"9,67","12,39","12,39","214,78"
2018/10/16,6131,23,900286,16/10/2018:MMA-4836,Kilgore,"16,98","4,03","4,03","377,08"
2018/10/16,26773,23,900285,16/10/2018:MMA-4836,Kilgore,"15,92","22,78","22,78","353,84"
2018/10/16,24545,23,900287,16/10/2018:MMA-4836,Kilgore,"15,35","7,4","7,4","341,19"
2018/10/16,37864,23,900289,16/10/2018:MMA-4836,Kilgore,27,"28,83",45,"599,96"
2018/10/16,33090,23,900281,16/10/2018:MMA-4836,Shavertown,"1,8","3,15","3,15","39,89"
2018/10/16,446,23,900297,16/10/2018:MMA-4836,Shavertown,"27,25","26,11",39,"605,56"
2018/10/16,18327,23,900296,16/10/2018:MMA-4836,Enders,"18,08","30,36",96,"402,06"
2018/10/16,24505,33,899898,16/10/2018:MKU-5802,Tarnceville,"56,42","91,31","91,31","1253,71"
2018/10/16,24505,33,899897,16/10/2018:MKU-5802,Tarnceville,"1,14","1,08","1,08","25,42"
2018/10/16,43285,33,899882,16/10/2018:MKU-5802,Spring City,"0,65","0,15","0,15","14,39"
2018/10/16,38332,33,899885,16/10/2018:MKU-5802,Beverly Cove,"16,11","13,16",30,"357,91"
2018/10/16,4369,33,899887,16/10/2018:MKU-5802,Beverly Cove,"60,39","30,35",51,"1341,84"
2018/10/16,26586,33,899886,16/10/2018:MKU-5802,Beverly Cove,"4,7","0,82","0,82","104,52"
2018/10/16,11126,33,899883,16/10/2018:MKU-5802,Beverly Cove,"47,37","35,68",39,"1052,57"
2018/10/16,17623,33,899894,16/10/2018:MKU-5802,Beverly Cove,"19,88","32,44","32,44","441,74"
2018/10/16,20300,33,899891,16/10/2018:MKU-5802,Beverly Cove,"26,92","31,5",63,"598,06"
2018/10/16,22556,33,899892,16/10/2018:MKU-5802,Beverly Cove,"51,12","45,38",102,"1136,01"
2018/10/16,22937,33,899875,16/10/2018:MKU-5802,Kaawaloa,"37,01","23,95",30,"822,39"
2018/10/16,1813,33,899876,16/10/2018:MKU-5802,Kaawaloa,"9,05","4,82","4,82","201,22"
2018/10/16,38512,33,899873,16/10/2018:MKU-5802,Kaawaloa,"22,65","15,18","15,18","503,38"
2018/10/16,20829,33,900235,16/10/2018:MKU-5802,Kaawaloa,"49,63","44,81","44,81","2745,83"
2018/10/16,21068,20,900268,16/10/2018:MML-5482,Jerusalem Corners,"8,2","9,04","9,04","182,36"
2018/10/16,37363,20,900270,16/10/2018:MML-5482,Jerusalem Corners,"29,2","31,85",51,"648,94"
2018/10/16,21068,20,900149,16/10/2018:MML-5482,Jerusalem Corners,"6,92","18,72","18,72","119,43"
2018/10/16,22537,20,900150,16/10/2018:MML-5482,Jerusalem Corners,"6,38","27,48","27,48","109,91"
2018/10/16,20402,20,900279,16/10/2018:MML-5482,Olde Federal Pointe,"24,51","28,14",66,"544,52"
2018/10/16,34551,20,900266,16/10/2018:MML-5482,Maryland West Mobile Home Park,"0,18","0,21","0,21","3,91"
2018/10/16,5519,20,900274,16/10/2018:MML-5482,Maryland West Mobile Home Park,"58,71","31,94",57,"1304,69"
2018/10/16,23979,20,900267,16/10/2018:MML-5482,Maryland West Mobile Home Park,"46,1","83,21",117,"1024,36"
2018/10/16,5519,20,900275,16/10/2018:MML-5482,Maryland West Mobile Home Park,"47,31","59,02",141,"1051,37"
2018/10/16,40072,20,900272,16/10/2018:MML-5482,Maryland West Mobile Home Park,"24,43","23,81",45,"542,82"
2018/10/16,23979,20,900147,16/10/2018:MML-5482,Maryland West Mobile Home Park,"9,53","31,2","31,2","164,19"
2018/10/16,23979,20,900145,16/10/2018:MML-5482,Maryland West Mobile Home Park,"9,65","7,31","7,31","166,23"
2018/10/16,40072,20,900148,16/10/2018:MML-5482,Maryland West Mobile Home Park,"7,4","7,8","7,8","127,25"
2018/10/16,23979,20,900146,16/10/2018:MML-5482,Maryland West Mobile Home Park,"1,16","0,62","0,62","19,94"
2018/10/16,16107,20,900259,16/10/2018:MML-5482,Boyne City,"4,7","0,82","0,82","104,52"
2018/10/16,38536,20,900264,16/10/2018:MML-5482,Boyne City,"18,99","14,76","14,76","422,04"
2018/10/16,42577,20,900256,16/10/2018:MML-5482,Boyne City,"7,65","5,24","5,24","170,08"
2018/10/16,22934,20,900257,16/10/2018:MML-5482,Boyne City,"160,05","175,92",315,"3556,73"
2018/10/16,4804,20,900261,16/10/2018:MML-5482,Boyne City,"5,89","7,53","7,53","130,8"
2018/10/16,17522,20,900255,16/10/2018:MML-5482,Boyne City,"9,39","3,62","3,62","208,62"
2018/10/16,28791,20,900263,16/10/2018:MML-5482,Boyne City,"14,73","15,26",39,"327,29"
2018/10/16,38536,20,900374,16/10/2018:MML-5482,Boyne City,"20,02","96,28","96,28","333,68"
2018/10/16,23851,20,900191,16/10/2018:MML-5482,Mcmechen,"9,61","9,56",30,"213,85"
2018/10/16,2156,20,900190,16/10/2018:MML-5482,Mcmechen,"21,95","14,38",33,"487,8"
2018/10/16,24042,20,900185,16/10/2018:MML-5482,Mcmechen,"3,24","8,16",33,"71,94"
2018/10/16,305,20,900188,16/10/2018:MML-5482,Mcmechen,"13,43","25,52",39,"298,48"
2018/10/16,37069,20,900201,16/10/2018:MML-5482,Mcmechen,"24,61","23,57",51,"547,06"
2018/10/16,4859,20,900195,16/10/2018:MML-5482,Mcmechen,"13,39","21,29","21,29","297,62"
2018/10/16,24042,20,900187,16/10/2018:MML-5482,Mcmechen,"22,34","23,36",51,"496,45"
2018/10/16,3704,20,900183,16/10/2018:MML-5482,Mcmechen,"28,98","27,48",45,"644,02"
2018/10/16,24042,20,900186,16/10/2018:MML-5482,Mcmechen,"24,39","28,97",84,"541,98"
2018/10/16,19803,20,900200,16/10/2018:MML-5482,Mcmechen,"13,23","3,87","3,87","294,06"
2018/10/16,7856,20,900280,16/10/2018:MML-5482,Mcmechen,"134,78","112,19",216,"2995,12"
2018/10/16,33907,20,900199,16/10/2018:MML-5482,Mcmechen,"24,51","23,95",63,"544,6"
2018/10/16,1592,20,900194,16/10/2018:MML-5482,Mcmechen,"8,69","14,22","14,22","193,16"
2018/10/16,3704,20,900182,16/10/2018:MML-5482,Mcmechen,"1,43","1,14","1,14","31,71"
2018/10/16,6317,20,900184,16/10/2018:MML-5482,Mcmechen,"8,35","12,35",63,"185,5"
2018/10/16,20945,20,900181,16/10/2018:MML-5482,Mcmechen,"17,01","63,38","63,38","377,91"
2018/10/16,6330,20,900192,16/10/2018:MML-5482,Mcmechen,"30,75","39,57",99,"683,39"
2018/10/16,973,20,900153,16/10/2018:MML-5482,Mcmechen,"0,86","1,55","1,55","14,71"
2018/10/16,6405,20,900151,16/10/2018:MML-5482,Mcmechen,"0,69","0,74","0,74","11,84"
2018/10/16,6405,20,900154,16/10/2018:MML-5482,Mcmechen,"12,1","13,38","13,38","208,33"
2018/10/16,37069,20,900159,16/10/2018:MML-5482,Mcmechen,"24,22","34,95","34,95","417,16"
2018/10/16,42921,20,900156,16/10/2018:MML-5482,Mcmechen,"9,45","15,35","15,35","162,66"
2018/10/16,973,20,900158,16/10/2018:MML-5482,Mcmechen,"9,23","27,84","27,84","158,88"
2018/10/16,621,20,900152,16/10/2018:MML-5482,Mcmechen,"0,86","1,32","1,32","14,81"
2018/10/16,621,20,900162,16/10/2018:MML-5482,Mcmechen,"43,77","13,55","13,55","753,81"
2018/10/16,973,20,900160,16/10/2018:MML-5482,Mcmechen,"43,85","35,45","35,45","755,25"
2018/10/16,42920,20,900155,16/10/2018:MML-5482,Mcmechen,"10,66","16,03","16,03","183,52"
2018/10/16,38902,20,900157,16/10/2018:MML-5482,Mcmechen,"12,65","12,35","12,35",218
2018/10/16,621,20,900161,16/10/2018:MML-5482,Mcmechen,"26,13","40,24","40,24","449,97"
2018/10/16,24726,20,900234,16/10/2018:MML-5482,Mcmechen,"22,63","13,62","13,62","323,24"
2018/10/16,28183,22,900345,16/10/2018:MMA-5926,Ross,"15,33","7,69","7,69","340,41"
2018/10/16,2591,22,900342,16/10/2018:MMA-5926,Ross,"186,1","166,58","166,58","4135,57"
2018/10/16,21962,22,900344,16/10/2018:MMA-5926,Ross,"130,67","78,2",96,"2903,93"
2018/10/16,21962,22,900343,16/10/2018:MMA-5926,Ross,"8,49","7,76",54,"188,56"
2018/10/16,4408,22,900330,16/10/2018:MMA-5926,Sandy Lane,"6,17","17,03",33,"137,22"
2018/10/16,8551,22,900209,16/10/2018:MMA-5926,Sandy Lane,"8,08","38,19","38,19","179,64"
2018/10/16,38023,22,900338,16/10/2018:MMA-5926,Sandy Lane,"24,92","24,1","24,1","553,59"
2018/10/16,23634,22,900327,16/10/2018:MMA-5926,Sandy Lane,"0,33","0,48","0,48","7,19"
2018/10/16,8550,22,900205,16/10/2018:MMA-5926,Sandy Lane,"8,08","38,19","38,19","179,64"
2018/10/16,20668,22,900335,16/10/2018:MMA-5926,Sandy Lane,"17,51","9,34","9,34",389
2018/10/16,36251,22,900325,16/10/2018:MMA-5926,Sandy Lane,"4,19","3,35","3,35","93,15"
2018/10/16,37544,22,900202,16/10/2018:MMA-5926,Sandy Lane,"8,08","38,19","38,19","179,64"
2018/10/16,8551,22,900208,16/10/2018:MMA-5926,Sandy Lane,"63,6","148,4",180,"1413,34"
2018/10/16,8549,22,900206,16/10/2018:MMA-5926,Sandy Lane,"75,86","160,58",186,"1685,78"
2018/10/16,8549,22,900207,16/10/2018:MMA-5926,Sandy Lane,"8,08","38,19","38,19","179,64"
2018/10/16,24320,22,900339,16/10/2018:MMA-5926,Sandy Lane,"18,45","12,78","12,78","409,68"
2018/10/16,14219,22,900331,16/10/2018:MMA-5926,Sandy Lane,"4,7","0,82","0,82","104,52"
2018/10/16,18671,22,900341,16/10/2018:MMA-5926,Sandy Lane,"5,28","2,2","2,2","117,26"
2018/10/16,6776,22,900332,16/10/2018:MMA-5926,Sandy Lane,"27,86","20,2",45,"618,94"
2018/10/16,37544,22,900203,16/10/2018:MMA-5926,Sandy Lane,"58,71","122,43",144,"1304,58"
2018/10/16,5889,22,900323,16/10/2018:MMA-5926,Sandy Lane,"0,6","1,05","1,05","13,3"
2018/10/16,20997,22,900326,16/10/2018:MMA-5926,Sandy Lane,"50,3","30,92","30,92","1117,68"
2018/10/16,36766,22,900333,16/10/2018:MMA-5926,Sandy Lane,"79,02","102,39",243,"1756,22"
2018/10/16,8550,22,900204,16/10/2018:MMA-5926,Sandy Lane,"108,02",228,252,"2400,61"
2018/10/16,43817,22,899846,16/10/2018:MMA-5926,Sandy Lane,"47,33","184,1","184,1","998,61"
2018/10/16,23984,23,900476,16/10/2018:MMA-4836,Bloom,"63,86","64,85","64,85","3054,1"
2018/10/16,23984,23,900482,16/10/2018:MMA-4836,Bloom,"63,86","158,49","158,49","8165,32"
2018/10/16,23984,23,900481,16/10/2018:MMA-4836,Bloom,"63,86","335,34","335,34","12398,76"
2018/10/16,23984,23,900477,16/10/2018:MMA-4836,Bloom,"63,86","123,04","123,04","5856,39"
2018/10/16,23984,17,900392,16/10/2018:MJI-0517,Bloom,"63,86","285,9","285,9","9739,49"
2018/10/16,23984,17,900395,16/10/2018:MJI-0517,Bloom,"63,86","163,23","163,23","8769,38"
2018/10/16,23984,17,900391,16/10/2018:MJI-0517,Bloom,"63,86","106,78","106,78","6493,94"
