orden_id,cliente_id,ciudad_destino,cedi_id,peso_kg,vol_m3,revenue,fecha
ORD07449,23838,San Francisco,HUB-WEST,4.0,4.0,,2018-02-27
ORD07452,15159,Seattle,HUB-WEST,1.0,1.0,,2018-02-27
ORD07455,9362,Phoenix,HUB-WEST,1.0,1.0,,2018-02-27
ORD07457,23834,Charlotte,HUB-EAST,5.0,5.0,,2018-02-27
ORD07458,22010,Chicago,HUB-MID,4.0,4.0,,2018-02-27
ORD07472,2281,Phoenix,HUB-WEST,1.0,1.0,,2018-02-27
ORD07474,23121,San Jose,HUB-WEST,1.0,1.0,,2018-02-27
ORD07475,30702,Charlotte,HUB-EAST,1.0,1.0,,2018-02-27
ORD07484,38404,New York,HUB-EAST,1.0,1.0,,2018-02-27
ORD07491,23461,Charlotte,HUB-EAST,8.0,8.0,,2018-02-27
ORD07492,30921,Phoenix,HUB-WEST,1.0,1.0,,2018-02-27
ORD07493,9802,Philadelphia,HUB-EAST,1.0,1.0,,2018-02-27
ORD07498,23121,Jacksonville,HUB-EAST,109.0,109.0,,2018-02-27
ORD07499,22787,Phoenix,HUB-WEST,42.0,72.0,,2018-02-27
ORD07504,18419,Indianapolis,HUB-MID,1.0,1.0,,2018-02-27
ORD07505,34098,San Jose,HUB-WEST,4.0,4.0,,2018-02-27
ORD07510,13910,San Diego,HUB-WEST,1.0,1.0,,2018-02-27
ORD07515,24214,Philadelphia,HUB-EAST,1.0,1.0,,2018-02-27
ORD07517,36096,Denver,HUB-WEST,1.0,1.0,,2018-02-27
ORD07518,20937,Phoenix,HUB-WEST,109.0,109.0,,2018-02-27
ORD07522,7295,San Jose,HUB-WEST,436.0,436.0,,2018-02-27
ORD07530,6797,Dallas,HUB-SOUTH,5.0,5.0,,2018-02-27
ORD07531,472,Indianapolis,HUB-MID,5.0,5.0,,2018-02-27
ORD07537,12379,Columbus,HUB-MID,1.0,1.0,,2018-02-27
ORD07539,14330,Fort Worth,HUB-SOUTH,2.0,2.0,,2018-02-27
ORD07543,6131,Nashville,HUB-EAST,1.0,1.0,,2018-02-27
ORD07545,14516,Columbus,HUB-MID,1.0,1.0,,2018-02-27
ORD07554,1015,Fort Worth,HUB-SOUTH,1.0,1.0,,2018-02-27
ORD07567,22556,Phoenix,HUB-WEST,1.0,1.0,,2018-02-27
ORD07574,8262,Austin,HUB-SOUTH,1.0,1.0,,2018-02-27
ORD07577,30164,San Antonio,HUB-SOUTH,1.0,1.0,,2018-02-27
ORD07579,10045,Columbus,HUB-MID,1.0,1.0,,2018-02-27
ORD07580,18328,New York,HUB-EAST,5.0,5.0,,2018-02-27
ORD07585,24448,New York,HUB-EAST,1.0,1.0,,2018-02-27
ORD07586,24448,San Francisco,HUB-WEST,1.0,1.0,,2018-02-27
ORD07588,10415,Chicago,HUB-MID,1.0,1.0,,2018-02-27
ORD07590,10781,Chicago,HUB-MID,5.0,5.0,,2018-02-27
ORD07591,24727,Columbus,HUB-MID,1.0,1.0,,2018-02-27
ORD07594,9169,San Jose,HUB-WEST,1.0,1.0,,2018-02-27
ORD07595,10763,Indianapolis,HUB-MID,1.0,1.0,,2018-02-27
ORD07598,28713,New York,HUB-EAST,1.0,1.0,,2018-02-27
ORD07599,22934,Philadelphia,HUB-EAST,8.0,8.0,,2018-02-27
ORD07610,12511,Los Angeles,HUB-WEST,1.0,1.0,,2018-02-27
ORD07611,35373,Houston,HUB-SOUTH,1.0,1.0,,2018-02-27
ORD07612,33907,San Jose,HUB-WEST,5.0,5.0,,2018-02-27
ORD07613,36430,Columbus,HUB-MID,1.0,1.0,,2018-02-27
ORD07614,3669,Indianapolis,HUB-MID,5.0,5.0,,2018-02-27
ORD07616,1592,Fort Worth,HUB-SOUTH,1.0,1.0,,2018-02-27
ORD07621,24911,Jacksonville,HUB-EAST,13.0,13.0,,2018-02-27
ORD07625,3589,Jacksonville,HUB-EAST,14.0,14.0,,2018-02-27
ORD07634,8550,Los Angeles,HUB-WEST,13.0,13.0,,2018-02-27
ORD07635,39062,Philadelphia,HUB-EAST,4.0,4.0,,2018-02-27
ORD07636,2043,Chicago,HUB-MID,1.0,1.0,,2018-02-27
ORD07637,5197,Columbus,HUB-MID,1.0,1.0,,2018-02-27
ORD07675,18756,New York,HUB-EAST,6.0,6.0,,2018-02-28
ORD07687,5519,Fort Worth,HUB-SOUTH,9.0,9.0,,2018-02-28
ORD07693,37111,Charlotte,HUB-EAST,4.0,9.0,,2018-02-28
ORD07694,18677,Fort Worth,HUB-SOUTH,4.0,9.0,,2018-02-28
ORD07695,22885,Charlotte,HUB-EAST,4.0,9.0,,2018-02-28
ORD07696,3693,Austin,HUB-SOUTH,3.0,9.0,,2018-02-28
ORD07715,22674,Dallas,HUB-SOUTH,12.0,12.0,,2018-02-28
ORD07725,16883,Columbus,HUB-MID,4.0,12.0,,2018-02-28
ORD07727,15380,San Antonio,HUB-SOUTH,11.0,12.0,,2018-02-28
ORD07764,13133,San Jose,HUB-WEST,1.0,1.0,,2018-02-28
ORD07768,23846,Philadelphia,HUB-EAST,218.0,218.0,,2018-02-28
ORD07775,31876,San Francisco,HUB-WEST,1.0,1.0,,2018-02-28
ORD07780,19999,Austin,HUB-SOUTH,630.0,2592.0,,2018-02-28
ORD07801,2156,Chicago,HUB-MID,1.0,1.0,,2018-02-28
ORD07808,24656,Chicago,HUB-MID,2.0,2.0,,2018-02-28
ORD07816,21589,Austin,HUB-SOUTH,5.0,5.0,,2018-02-28
ORD07818,3752,Columbus,HUB-MID,2.0,2.0,,2018-02-28
ORD07843,18595,Seattle,HUB-WEST,1.0,1.0,,2018-02-28
ORD07844,17662,Houston,HUB-SOUTH,1.0,1.0,,2018-02-28
ORD07870,32108,Los Angeles,HUB-WEST,1.0,1.0,,2018-02-28
ORD07890,13832,Phoenix,HUB-WEST,4.0,4.0,,2018-02-28
ORD07892,24724,San Antonio,HUB-SOUTH,5.0,5.0,,2018-02-28
ORD07897,36937,Seattle,HUB-WEST,1.0,1.0,,2018-02-28
ORD07905,24734,Denver,HUB-WEST,4.0,4.0,,2018-02-28
ORD07934,22806,Columbus,HUB-MID,545.0,545.0,,2018-02-28
ORD07948,22351,Jacksonville,HUB-EAST,1775.0,7521.0,,2018-02-28
ORD07949,22351,Los Angeles,HUB-WEST,2000.0,2000.0,,2018-02-28
ORD07959,5093,Columbus,HUB-MID,4.0,4.0,,2018-02-28
ORD07974,3816,Chicago,HUB-MID,4.0,4.0,,2018-02-28
ORD07988,38332,New York,HUB-EAST,1.0,1.0,,2018-02-28
ORD07990,6211,Phoenix,HUB-WEST,1.0,1.0,,2018-02-28
ORD07994,34706,San Francisco,HUB-WEST,1.0,1.0,,2018-02-28
ORD08045,11524,San Antonio,HUB-SOUTH,4.0,9.0,,2018-03-01
ORD08082,1634,Austin,HUB-SOUTH,3.0,3.0,,2018-03-02
ORD08132,9522,Columbus,HUB-MID,1.0,1.0,,2018-03-02
ORD08138,2834,Seattle,HUB-WEST,1.0,1.0,,2018-03-02
ORD08142,1362,Dallas,HUB-SOUTH,1.0,1.0,,2018-03-02
ORD08147,14379,Houston,HUB-SOUTH,1.0,1.0,,2018-03-02
ORD08154,8334,Dallas,HUB-SOUTH,5.0,5.0,,2018-03-02
ORD08156,18074,Los Angeles,HUB-WEST,10.0,10.0,,2018-03-02
ORD08161,18712,San Diego,HUB-WEST,90.0,369.0,,2018-03-02
ORD08207,3693,San Antonio,HUB-SOUTH,18.0,75.0,,2018-03-02
ORD08215,29457,Charlotte,HUB-EAST,1.0,1.0,,2018-03-02
ORD08278,23881,Houston,HUB-SOUTH,2725.0,2725.0,,2018-03-05
ORD08300,12560,Nashville,HUB-EAST,31.0,36.0,,2018-03-05
ORD08316,18634,Columbus,HUB-MID,262.0,262.0,,2018-03-05
ORD08341,4141,Nashville,HUB-EAST,4.0,9.0,,2018-03-06
ORD08342,8063,Phoenix,HUB-WEST,9.0,9.0,,2018-03-06
ORD08347,8063,Philadelphia,HUB-EAST,15.0,15.0,,2018-03-06
ORD08360,1738,Houston,HUB-SOUTH,24.0,24.0,,2018-03-06
ORD08394,40038,Los Angeles,HUB-WEST,1.0,1.0,,2018-03-06
ORD08408,34098,New York,HUB-EAST,141.0,363.0,,2018-03-06
ORD08415,19008,Los Angeles,HUB-WEST,109.0,109.0,,2018-03-06
ORD08432,3693,Los Angeles,HUB-WEST,143.0,143.0,,2018-03-06
ORD08446,33350,San Jose,HUB-WEST,1.0,1.0,,2018-03-06
ORD08457,18634,Jacksonville,HUB-EAST,19.0,19.0,,2018-03-06
ORD08463,1738,New York,HUB-EAST,36.0,147.0,,2018-03-06
ORD08488,3704,Austin,HUB-SOUTH,2.0,2.0,,2018-03-06
ORD08493,23984,Seattle,HUB-WEST,122.0,122.0,,2018-03-06
ORD08558,22347,Jacksonville,HUB-EAST,19.0,24.0,,2018-03-07
ORD08585,38532,Los Angeles,HUB-WEST,109.0,109.0,,2018-03-07
ORD08603,10263,Charlotte,HUB-EAST,69.0,69.0,,2018-03-07
ORD08711,2019,Columbus,HUB-MID,9.0,36.0,,2018-03-07
ORD08836,19956,Philadelphia,HUB-EAST,1.0,1.0,,2018-03-08
ORD08845,14342,Fort Worth,HUB-SOUTH,10.0,10.0,,2018-03-08
ORD08925,5508,San Antonio,HUB-SOUTH,9.0,9.0,,2018-03-09
ORD08976,34996,Indianapolis,HUB-MID,7.0,24.0,,2018-03-09
ORD08984,18712,Phoenix,HUB-WEST,7.0,24.0,,2018-03-09
ORD09026,10570,Nashville,HUB-EAST,1.0,1.0,,2018-03-09
ORD09035,2958,Philadelphia,HUB-EAST,1.0,1.0,,2018-03-09
ORD09050,6649,New York,HUB-EAST,2.0,2.0,,2018-03-09
ORD09057,34651,Phoenix,HUB-WEST,8.0,8.0,,2018-03-09
ORD09059,36555,Jacksonville,HUB-EAST,1.0,1.0,,2018-03-09
ORD09078,22789,Chicago,HUB-MID,18.0,75.0,,2018-03-09
ORD09082,22787,Houston,HUB-SOUTH,90.0,369.0,,2018-03-09
ORD09111,22351,Charlotte,HUB-EAST,194.0,1362.0,,2018-03-09
ORD09112,22351,Seattle,HUB-WEST,194.0,1362.0,,2018-03-09
ORD09114,22351,Austin,HUB-SOUTH,434.0,1170.0,,2018-03-09
ORD09118,31326,San Diego,HUB-WEST,5.0,5.0,,2018-03-09
ORD09159,19906,Los Angeles,HUB-WEST,5.0,5.0,,2018-03-09
ORD09165,17856,San Francisco,HUB-WEST,1.0,1.0,,2018-03-09
ORD09172,18711,Los Angeles,HUB-WEST,21.0,75.0,,2018-03-09
ORD09226,7329,Charlotte,HUB-EAST,3.0,18.0,,2018-03-12
ORD09302,18648,Jacksonville,HUB-EAST,209.0,209.0,,2018-03-12
ORD09365,19899,Indianapolis,HUB-MID,14.0,14.0,,2018-03-12
ORD09369,15228,Nashville,HUB-EAST,14.0,14.0,,2018-03-12
ORD09425,36643,Fort Worth,HUB-SOUTH,8.0,15.0,,2018-03-13
ORD09429,40211,Jacksonville,HUB-EAST,3.0,18.0,,2018-03-13
ORD09501,4369,Houston,HUB-SOUTH,10.0,10.0,,2018-03-13
ORD09558,23984,Indianapolis,HUB-MID,129.0,129.0,,2018-03-13
ORD09642,21110,Dallas,HUB-SOUTH,350.0,350.0,,2018-03-14
ORD09660,35266,Houston,HUB-SOUTH,6.0,36.0,,2018-03-14
ORD09715,29480,Fort Worth,HUB-SOUTH,10.0,10.0,,2018-03-14
ORD09717,25588,New York,HUB-EAST,50.0,50.0,,2018-03-14
ORD09719,20005,Philadelphia,HUB-EAST,21.0,126.0,,2018-03-14
ORD09790,19879,Phoenix,HUB-WEST,18.0,111.0,,2018-03-14
ORD09834,28081,Chicago,HUB-MID,3.0,9.0,,2018-03-15
ORD09878,19999,Austin,HUB-SOUTH,360.0,2310.0,,2018-03-15
ORD09879,19999,Houston,HUB-SOUTH,243.0,999.0,184.0,2018-03-15
ORD09880,19999,San Diego,HUB-WEST,108.0,693.0,,2018-03-15
ORD09890,34463,Jacksonville,HUB-EAST,4.0,4.0,,2018-03-15
ORD09917,21855,San Diego,HUB-WEST,38.0,38.0,,2018-03-15
ORD09929,24481,Phoenix,HUB-WEST,10.0,10.0,,2018-03-15
ORD09936,23666,Jacksonville,HUB-EAST,5.0,5.0,,2018-03-15
ORD09958,11548,San Antonio,HUB-SOUTH,4.0,4.0,,2018-03-15
ORD09998,13290,Jacksonville,HUB-EAST,2.0,3.0,,2018-03-16
ORD09999,36618,Fort Worth,HUB-SOUTH,1.0,3.0,,2018-03-16
ORD10000,22608,San Antonio,HUB-SOUTH,3.0,3.0,,2018-03-16
ORD10019,18756,Dallas,HUB-SOUTH,4.0,9.0,,2018-03-16
ORD10049,40178,Fort Worth,HUB-SOUTH,3.0,18.0,,2018-03-16
ORD10064,7637,Los Angeles,HUB-WEST,24.0,24.0,,2018-03-16
ORD10115,19994,Austin,HUB-SOUTH,9.0,48.0,,2018-03-16
ORD10187,4370,San Diego,HUB-WEST,5.0,138.0,,2018-03-16
ORD10188,29457,Chicago,HUB-MID,4.0,4.0,,2018-03-16
ORD10215,18712,Philadelphia,HUB-EAST,100.0,100.0,,2018-03-16
ORD10219,18711,San Francisco,HUB-WEST,300.0,300.0,,2018-03-16
ORD10237,20945,Los Angeles,HUB-WEST,1.0,1.0,,2018-03-16
ORD10338,22350,Seattle,HUB-WEST,15.0,42.0,,2018-03-19
ORD10339,22347,San Antonio,HUB-SOUTH,30.0,81.0,,2018-03-19
ORD10351,3594,New York,HUB-EAST,5.0,30.0,,2018-03-19
ORD10391,18711,Nashville,HUB-EAST,3.0,3.0,,2018-03-20
ORD10399,3738,Austin,HUB-SOUTH,6.0,6.0,,2018-03-20
ORD10400,7196,Nashville,HUB-EAST,1.0,6.0,,2018-03-20
ORD10441,40211,Chicago,HUB-MID,3.0,21.0,,2018-03-20
ORD10467,22068,Dallas,HUB-SOUTH,15.0,42.0,,2018-03-20
ORD10472,22067,Charlotte,HUB-EAST,15.0,42.0,,2018-03-20
ORD10488,22352,Nashville,HUB-EAST,15.0,42.0,,2018-03-20
ORD10492,22066,New York,HUB-EAST,15.0,42.0,,2018-03-20
ORD10524,19590,Dallas,HUB-SOUTH,21.0,147.0,,2018-03-20
ORD10532,25720,Charlotte,HUB-EAST,5.0,138.0,,2018-03-20
ORD10534,17244,Seattle,HUB-WEST,5.0,5.0,,2018-03-20
ORD10560,1738,Indianapolis,HUB-MID,27.0,111.0,,2018-03-20
ORD10565,18711,Nashville,HUB-EAST,2.0,2.0,,2018-03-20
ORD10585,22476,Seattle,HUB-WEST,15.0,42.0,,2018-03-20
ORD10605,22475,Charlotte,HUB-EAST,15.0,42.0,,2018-03-20
ORD10608,22474,Houston,HUB-SOUTH,15.0,42.0,,2018-03-20
ORD10611,6505,Fort Worth,HUB-SOUTH,1.0,1.0,,2018-03-20
ORD10626,38471,Philadelphia,HUB-EAST,3.0,3.0,,2018-03-21
ORD10630,26212,Chicago,HUB-MID,3.0,3.0,,2018-03-21
ORD10702,10571,Dallas,HUB-SOUTH,11.0,11.0,,2018-03-21
ORD10720,26806,Dallas,HUB-SOUTH,1.0,1.0,,2018-03-21
ORD10775,40088,Houston,HUB-SOUTH,1.0,1.0,,2018-03-21
ORD10778,1791,Philadelphia,HUB-EAST,1.0,1.0,,2018-03-21
ORD10826,18634,Jacksonville,HUB-EAST,8.0,207.0,,2018-03-21
ORD10833,14550,New York,HUB-EAST,1.0,1.0,,2018-03-21
ORD10834,22875,Chicago,HUB-MID,1.0,1.0,,2018-03-21
ORD10838,22277,New York,HUB-EAST,1.0,1.0,,2018-03-21
ORD10845,120,Indianapolis,HUB-MID,1.0,1.0,,2018-03-21
ORD10847,11196,New York,HUB-EAST,1.0,1.0,,2018-03-21
ORD10849,8335,Denver,HUB-WEST,2.0,2.0,,2018-03-21
ORD10886,976,New York,HUB-EAST,1.0,1.0,,2018-03-21
ORD10887,23634,Charlotte,HUB-EAST,1.0,1.0,,2018-03-21
ORD10888,20668,Philadelphia,HUB-EAST,1.0,1.0,,2018-03-21
ORD10889,38173,Nashville,HUB-EAST,1.0,1.0,,2018-03-21
ORD10890,22216,San Jose,HUB-WEST,1.0,1.0,,2018-03-21
ORD10959,32551,Nashville,HUB-EAST,7225.0,7225.0,,2018-03-22
ORD11010,4585,Austin,HUB-SOUTH,1.0,1.0,,2018-03-22
ORD11017,35181,Indianapolis,HUB-MID,51.0,186.0,,2018-03-22
ORD11021,24481,Chicago,HUB-MID,87.0,144.0,,2018-03-22
ORD11024,137,Los Angeles,HUB-WEST,1.0,1.0,,2018-03-22
ORD11040,38436,Fort Worth,HUB-SOUTH,8.0,207.0,,2018-03-22
ORD11049,12508,Philadelphia,HUB-EAST,1.0,1.0,,2018-03-22
ORD11051,13307,Denver,HUB-WEST,1.0,1.0,,2018-03-22
ORD11089,10965,Jacksonville,HUB-EAST,1.0,1.0,,2018-03-22
ORD11116,36694,San Antonio,HUB-SOUTH,3.0,3.0,,2018-03-23
ORD11122,37659,Philadelphia,HUB-EAST,6.0,6.0,,2018-03-23
ORD11140,22124,Los Angeles,HUB-WEST,6.0,6.0,,2018-03-23
ORD11144,15216,Columbus,HUB-MID,7.0,9.0,,2018-03-23
ORD11186,6742,Jacksonville,HUB-EAST,6.0,12.0,,2018-03-23
ORD11245,39973,Fort Worth,HUB-SOUTH,1.0,1.0,,2018-03-23
ORD11246,13078,Houston,HUB-SOUTH,4.0,4.0,,2018-03-23
ORD11255,4111,Indianapolis,HUB-MID,5.0,5.0,,2018-03-23
ORD11267,19878,Los Angeles,HUB-WEST,49.0,288.0,,2018-03-23
ORD11337,34619,Columbus,HUB-MID,1.0,1.0,,2018-03-23
ORD11352,22326,Jacksonville,HUB-EAST,1.0,1.0,,2018-03-23
ORD11353,39310,Houston,HUB-SOUTH,1.0,1.0,,2018-03-23
ORD11383,18074,Chicago,HUB-MID,9.0,36.0,,2018-03-23
ORD11388,19468,Houston,HUB-SOUTH,1.0,1.0,,2018-03-23
ORD11394,28297,Jacksonville,HUB-EAST,1.0,1.0,,2018-03-23
ORD11405,37479,Los Angeles,HUB-WEST,14.0,14.0,,2018-03-23
ORD11413,22364,Denver,HUB-WEST,1.0,1.0,,2018-03-23
ORD11418,21962,Fort Worth,HUB-SOUTH,45.0,123.0,,2018-03-23
ORD11429,34466,Chicago,HUB-MID,1.0,1.0,,2018-03-23
ORD11457,39800,Denver,HUB-WEST,6.0,9.0,,2018-03-26
ORD11498,6261,New York,HUB-EAST,1.0,1.0,,2018-03-26
ORD11517,23911,Phoenix,HUB-WEST,524.0,524.0,,2018-03-26
ORD11519,31572,Los Angeles,HUB-WEST,543.0,873.0,,2018-03-26
ORD11526,27250,San Antonio,HUB-SOUTH,1.0,1.0,,2018-03-26
ORD11530,40213,Columbus,HUB-MID,11.0,11.0,,2018-03-26
ORD11544,32468,San Francisco,HUB-WEST,1090.0,1090.0,,2018-03-26
ORD11551,12553,New York,HUB-EAST,109.0,109.0,,2018-03-26
ORD11574,40187,Nashville,HUB-EAST,1.0,1.0,,2018-03-26
ORD11578,20109,Nashville,HUB-EAST,33.0,48.0,,2018-03-26
ORD11587,1020,Chicago,HUB-MID,1.0,1.0,,2018-03-26
ORD11592,14480,Columbus,HUB-MID,1.0,1.0,,2018-03-26
ORD11594,5279,Fort Worth,HUB-SOUTH,13.0,13.0,,2018-03-26
ORD11596,37933,Austin,HUB-SOUTH,1.0,1.0,,2018-03-26
ORD11618,38836,San Antonio,HUB-SOUTH,1.0,1.0,,2018-03-26
ORD11694,10103,Seattle,HUB-WEST,1.0,1.0,,2018-03-27
ORD11697,10102,Chicago,HUB-MID,1.0,1.0,,2018-03-27
ORD11705,38511,New York,HUB-EAST,1.0,1.0,,2018-03-27
ORD11724,3449,Philadelphia,HUB-EAST,11.0,11.0,,2018-03-27
ORD11743,1425,Philadelphia,HUB-EAST,60.0,60.0,,2018-03-27
ORD11759,20637,Philadelphia,HUB-EAST,143.0,143.0,,2018-03-27
ORD11762,28969,Phoenix,HUB-WEST,1.0,1.0,,2018-03-27
ORD11765,10100,Indianapolis,HUB-MID,1.0,1.0,,2018-03-27
ORD11798,31022,Nashville,HUB-EAST,1.0,1.0,,2018-03-27
ORD11830,3704,Jacksonville,HUB-EAST,1.0,1.0,,2018-03-27
ORD11838,7609,Phoenix,HUB-WEST,1.0,1.0,,2018-03-27
ORD11844,12834,Chicago,HUB-MID,1.0,1.0,,2018-03-27
ORD11858,30232,Phoenix,HUB-WEST,1.0,1.0,,2018-03-27
ORD11931,36708,Phoenix,HUB-WEST,1.0,1.0,,2018-03-28
ORD11936,10810,San Antonio,HUB-SOUTH,1.0,1.0,,2018-03-28
ORD11947,36645,Nashville,HUB-EAST,1.0,1.0,,2018-03-28
ORD11953,35476,Indianapolis,HUB-MID,1.0,1.0,,2018-03-28
ORD11970,33329,Columbus,HUB-MID,18.0,108.0,,2018-03-28
ORD12008,24468,Austin,HUB-SOUTH,1.0,1.0,,2018-03-28
ORD12060,21009,Dallas,HUB-SOUTH,1.0,1.0,,2018-03-28
ORD12082,33116,Indianapolis,HUB-MID,1.0,1.0,,2018-03-28
ORD12107,24734,Phoenix,HUB-WEST,3.0,3.0,,2018-03-29
ORD12184,4432,Los Angeles,HUB-WEST,7.0,27.0,,2018-03-29
ORD12201,8063,Jacksonville,HUB-EAST,20.0,20.0,,2018-03-29
ORD12221,19328,Los Angeles,HUB-WEST,1090.0,1090.0,,2018-03-29
ORD12223,38532,San Diego,HUB-WEST,545.0,545.0,,2018-03-29
ORD12225,19009,Philadelphia,HUB-EAST,545.0,545.0,,2018-03-29
ORD12235,20918,Chicago,HUB-MID,1.0,1.0,,2018-03-29
ORD12290,9349,Columbus,HUB-MID,1.0,1.0,,2018-03-29
ORD12294,2714,Charlotte,HUB-EAST,21.0,33.0,,2018-03-29
ORD12295,8583,San Antonio,HUB-SOUTH,1.0,1.0,,2018-03-29
ORD12314,39567,Austin,HUB-SOUTH,1.0,1.0,,2018-03-29
ORD12322,31129,New York,HUB-EAST,1.0,1.0,,2018-03-29
ORD12342,10837,San Diego,HUB-WEST,1.0,1.0,,2018-03-29
ORD12352,8692,Austin,HUB-SOUTH,3.0,3.0,,2018-04-02
ORD12358,16412,Nashville,HUB-EAST,5.0,9.0,,2018-04-02
ORD12430,38512,Philadelphia,HUB-EAST,19.0,24.0,,2018-04-03
ORD12431,35340,Houston,HUB-SOUTH,25.0,27.0,,2018-04-03
ORD12446,37014,New York,HUB-EAST,32.0,138.0,,2018-04-03
ORD12449,22401,Austin,HUB-SOUTH,2.0,2.0,,2018-04-03
ORD12470,18857,Los Angeles,HUB-WEST,2.0,2.0,,2018-04-03
ORD12478,7219,San Jose,HUB-WEST,21.0,42.0,,2018-04-03
ORD12493,18712,Denver,HUB-WEST,128.0,174.0,,2018-04-03
ORD12510,25217,Jacksonville,HUB-EAST,1.0,1.0,,2018-04-03
ORD12521,20956,Seattle,HUB-WEST,1.0,1.0,,2018-04-03
ORD12619,18308,Charlotte,HUB-EAST,113.0,113.0,,2018-04-04
ORD12620,8468,Seattle,HUB-WEST,545.0,545.0,,2018-04-04
ORD12658,2318,Los Angeles,HUB-WEST,23.0,23.0,,2018-04-04
ORD12683,32995,Denver,HUB-WEST,4.0,4.0,,2018-04-04
ORD12689,13723,Philadelphia,HUB-EAST,13.0,13.0,,2018-04-04
ORD12721,2652,San Antonio,HUB-SOUTH,30.0,42.0,,2018-04-04
ORD12780,21110,Dallas,HUB-SOUTH,468.0,468.0,,2018-04-05
ORD12781,21110,Chicago,HUB-MID,1062.0,1062.0,,2018-04-05
ORD12809,10100,Houston,HUB-SOUTH,8.0,207.0,,2018-04-05
ORD13113,4281,Seattle,HUB-WEST,10.0,10.0,,2018-04-09
ORD13114,21538,Columbus,HUB-MID,2457.0,2457.0,2600.0,2018-04-09
ORD13117,14865,Seattle,HUB-WEST,1.0,1.0,,2018-04-09
ORD13141,6001,Columbus,HUB-MID,6.0,6.0,,2018-04-10
ORD13182,10103,Charlotte,HUB-EAST,102.0,138.0,,2018-04-10
ORD13225,10106,Austin,HUB-SOUTH,61.0,72.0,,2018-04-10
ORD13305,36618,Columbus,HUB-MID,9.0,9.0,,2018-04-11
ORD13426,18625,Los Angeles,HUB-WEST,3.0,3.0,,2018-04-12
ORD13434,22010,Dallas,HUB-SOUTH,15.0,15.0,,2018-04-12
ORD13514,2642,Philadelphia,HUB-EAST,6.0,6.0,,2018-04-13
ORD13519,24045,Phoenix,HUB-WEST,3.0,9.0,,2018-04-13
ORD13558,36404,Austin,HUB-SOUTH,2.0,18.0,,2018-04-13
ORD13591,1738,Jacksonville,HUB-EAST,13.0,72.0,,2018-04-13
ORD13595,2788,Houston,HUB-SOUTH,34.0,34.0,,2018-04-13
ORD13610,17563,Philadelphia,HUB-EAST,59.0,228.0,,2018-04-13
ORD13632,4170,Indianapolis,HUB-MID,1.0,1.0,,2018-04-13
ORD13696,18712,Jacksonville,HUB-EAST,24.0,153.0,,2018-04-13
ORD13697,18711,Phoenix,HUB-WEST,10.0,10.0,,2018-04-13
ORD13703,18711,San Diego,HUB-WEST,24.0,153.0,,2018-04-13
ORD13725,33728,Los Angeles,HUB-WEST,1.0,1.0,,2018-04-13
ORD13742,5859,San Diego,HUB-WEST,1.0,6.0,,2018-04-16
ORD13783,10263,San Antonio,HUB-SOUTH,35.0,35.0,,2018-04-16
ORD13786,16219,Indianapolis,HUB-MID,90.0,90.0,,2018-04-16
ORD13867,20897,Columbus,HUB-MID,8.0,9.0,,2018-04-17
ORD13883,4141,San Jose,HUB-WEST,3.0,18.0,,2018-04-17
ORD13884,4142,Austin,HUB-SOUTH,3.0,18.0,,2018-04-17
ORD13904,10263,San Diego,HUB-WEST,25.0,25.0,,2018-04-17
ORD13913,23984,Philadelphia,HUB-EAST,96.0,96.0,,2018-04-17
ORD13917,11126,San Diego,HUB-WEST,1.0,1.0,,2018-04-17
ORD13943,39812,San Diego,HUB-WEST,28.0,36.0,,2018-04-17
ORD13953,9602,San Francisco,HUB-WEST,140.0,140.0,25.0,2018-04-17
ORD13989,28367,Indianapolis,HUB-MID,3.0,3.0,,2018-04-18
ORD14024,23846,Jacksonville,HUB-EAST,14.0,18.0,,2018-04-18
ORD14052,4139,Philadelphia,HUB-EAST,1.0,1.0,,2018-04-18
ORD14053,22277,Jacksonville,HUB-EAST,2.0,2.0,,2018-04-18
ORD14093,35231,San Diego,HUB-WEST,30.0,162.0,,2018-04-18
ORD14094,35231,San Antonio,HUB-SOUTH,388.0,2724.0,252.0,2018-04-18
ORD14095,35231,San Antonio,HUB-SOUTH,97.0,681.0,63.0,2018-04-18
ORD14130,24110,Chicago,HUB-MID,6.0,6.0,,2018-04-19
ORD14154,12508,San Jose,HUB-WEST,16.0,27.0,,2018-04-19
ORD14173,32226,Charlotte,HUB-EAST,1.0,1.0,,2018-04-19
ORD14182,22561,Charlotte,HUB-EAST,1.0,1.0,,2018-04-19
ORD14191,15228,Philadelphia,HUB-EAST,2.0,2.0,,2018-04-19
ORD14205,21109,Jacksonville,HUB-EAST,23.0,45.0,,2018-04-19
ORD14231,2700,Seattle,HUB-WEST,6.0,6.0,,2018-04-20
ORD14260,39590,Nashville,HUB-EAST,15.0,15.0,,2018-04-20
ORD14304,7954,New York,HUB-EAST,9.0,27.0,,2018-04-20
ORD14413,22110,Austin,HUB-SOUTH,1.0,1.0,,2018-04-20
ORD14421,36353,Austin,HUB-SOUTH,1.0,1.0,,2018-04-20
ORD14422,36784,Nashville,HUB-EAST,1.0,1.0,,2018-04-20
ORD14440,3365,Philadelphia,HUB-EAST,1.0,1.0,,2018-04-20
ORD14445,38341,Austin,HUB-SOUTH,7.0,7.0,,2018-04-20
